"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
CL 70:5,C79 H144 O17 P2,1426.9864,0.35,0,13.57,0.055,131116,13,1,98.8,1.7,14,22,,1426.9864,1426.9853,1426.9865,1426.9858,1426.9863,1426.9861,1426.9864,1426.9868,1426.9864,1426.9871,1426.9869,1426.9867,1426.9859,,13.573,13.561,13.562,13.566,13.540,13.577,13.569,13.596,13.574,13.576,13.572,13.570,13.577,,147067,149299,122998,114731,36990,193618,109821,106341,143952,191412,141727,138361,108204,,,,,,,,,,,,,,,,98.32,95.67,97.22,96.46,93.02,97.85,98.14,98.67,98.40,98.62,98.76,98.04,97.42,,20,18,19,20,14,20,19,19,21,22,21,17,18,
PE 15:0_18:1(d7),C38 H67 D7 N O8 P,710.5590,0.47,0,8.24,0.113,25308,14,0,98.9,14.4,1,13,710.5593,710.5589,710.5587,710.5588,710.5591,710.5584,710.5594,710.5587,710.5588,710.5592,710.5594,710.5592,710.5591,710.5584,8.292,8.179,8.259,8.223,8.244,8.250,8.243,8.203,8.219,8.223,8.247,8.242,8.235,8.224,1472,19142,27138,21128,35107,39315,20826,25200,31711,28198,26913,25928,22064,30174,,,,,,,,,,,,,,,47.59,97.68,92.00,98.89,98.69,98.46,98.87,98.30,98.15,98.92,98.42,98.76,98.17,98.13,1,13,11,11,10,8,10,9,10,10,9,8,11,9,
PC 37:3,C45 H84 N O8 P,797.5956,1.40,0,8.20,0.058,175059,14,0,99.2,5.9,6,19,797.5987,797.5938,797.5946,797.5954,797.5953,797.5966,797.5948,797.5960,797.5957,797.5954,797.5953,797.5957,797.5950,797.5957,8.203,8.157,8.192,8.200,8.183,8.205,8.215,8.187,8.202,8.195,8.202,8.170,8.207,8.191,113561,140897,179751,175105,167565,146420,213393,170984,182587,187057,207883,202470,177057,186108,,,,,,,,,,,,,,,77.18,96.81,98.02,98.31,98.94,96.55,97.45,99.04,98.52,99.19,98.81,98.92,98.04,98.46,6,17,17,15,17,14,16,15,17,17,16,15,19,16,
PS 36:4,C42 H74 N O10 P,783.5043,0.37,0,6.91,0.099,133072,9,5,99.0,18.2,8,14,,783.5042,783.5042,783.5042,783.5041,,,,783.5043,783.5045,783.5045,,783.5045,783.5036,,6.908,6.975,6.894,6.883,,,,6.880,6.978,6.979,,6.980,6.890,,85289,198818,71382,75727,,,,85474,187337,232178,,200965,60486,,,,,,,,,,,,,,,,97.28,62.69,98.70,97.64,,,,99.00,74.52,61.95,,83.39,95.96,,10,11,11,12,,,,12,13,11,,14,8,
TG 48:2,C51 H94 O6,802.7041,0.31,0,13.57,0.032,47504,13,1,99.0,1.6,7,11,,802.7042,802.7036,802.7041,802.7037,802.7043,802.7039,802.7043,802.7042,802.7039,802.7043,802.7044,802.7042,802.7040,,13.573,13.572,13.556,13.572,13.552,13.571,13.552,13.551,13.579,13.581,13.566,13.581,13.583,,42947,53994,43103,46813,17482,62571,45770,45430,48944,67343,54762,52157,36246,,,,,,,,,,,,,,,,96.52,95.29,96.36,96.31,93.31,97.71,96.28,96.72,97.91,99.03,98.93,96.95,97.86,,7,9,8,9,8,8,8,8,8,9,8,8,11,
PC 35:2,C43 H82 N O8 P,771.5758,0.47,0,8.47,0.025,196908,5,9,83.7,7.7,13,16,,,,771.5756,771.5758,771.5753,,771.5761,771.5761,,,,,,,,,8.485,8.473,8.484,,8.460,8.470,,,,,,,,,246793,215433,166930,,263929,91457,,,,,,,,,,,,,,,,,,,,,,,74.78,76.82,67.31,,83.65,77.35,,,,,,,,,15,13,13,,16,16,,,,,,
TG 54:1,C57 H108 O6,888.8138,0.21,0,14.65,0.012,335276,13,1,99.6,0.4,9,14,,888.8134,888.8140,888.8139,888.8138,888.8139,888.8136,888.8137,888.8141,888.8140,888.8138,888.8140,888.8138,888.8136,,14.650,14.656,14.651,14.648,14.649,14.660,14.655,14.654,14.654,14.652,14.656,14.656,14.656,,334857,342500,380188,258826,126609,271486,401121,278399,464679,329396,490154,353749,326626,,,,,,,,,,,,,,,,98.62,98.84,99.23,99.24,98.13,98.91,99.11,99.46,99.57,99.18,99.46,99.20,98.72,,14,13,13,14,13,9,12,12,11,12,14,11,11,
SM d40:0,C45 H93 N2 O6 P,788.6762,0.29,0,10.63,0.047,34261,10,4,92.7,4.7,9,14,,788.6760,788.6759,788.6762,788.6760,,788.6762,788.6763,788.6762,,788.6765,788.6767,788.6763,,,10.655,10.625,10.670,10.627,,10.624,10.642,10.652,,10.623,10.664,10.628,,,29996,60962,22277,39863,,34263,34269,26432,,30444,26398,37713,,,,,,,,,,,,,,,,,89.70,83.38,92.75,83.54,,81.90,87.70,90.04,,83.40,92.66,84.57,,,9,14,11,14,,9,12,9,,12,10,11,,
SM d36:0,C41 H85 N2 O6 P,732.6137,0.40,0,8.84,0.052,29268,13,1,98.5,2.9,6,13,,732.6136,732.6136,732.6134,732.6134,732.6143,732.6134,732.6137,732.6138,732.6137,732.6136,732.6142,732.6140,732.6135,,8.837,8.839,8.842,8.835,8.824,8.856,8.873,8.849,8.831,8.855,8.851,8.821,8.838,,32168,31784,23302,30074,8833,40187,21834,16788,33267,44761,34273,37937,25284,,,,,,,,,,,,,,,,94.96,95.86,96.52,95.87,87.97,98.02,98.51,97.48,94.71,98.14,98.10,93.42,95.80,,10,11,10,11,6,11,10,8,10,11,9,13,10,
TG 48:0,C51 H98 O6,806.7355,0.85,0,14.42,0.013,273208,14,0,99.8,4.5,8,15,806.7332,806.7358,806.7355,806.7358,806.7352,806.7354,806.7356,806.7357,806.7357,806.7357,806.7358,806.7360,806.7356,806.7353,14.417,14.426,14.422,14.421,14.418,14.414,14.418,14.420,14.424,14.424,14.422,14.427,14.426,14.427,5173,311785,334025,281501,274586,116564,330723,292255,273913,330873,369042,331585,310948,261953,,,,,,,,,,,,,,,82.84,99.63,99.47,99.75,99.07,99.00,99.50,99.63,99.57,99.51,99.74,99.64,99.44,98.94,8,11,12,12,10,11,12,10,15,11,11,9,11,12,
TG 50:2,C53 H98 O6,830.7358,0.33,0,14.11,0.070,237263,14,0,98.7,2.8,10,16,830.7350,830.7358,830.7358,830.7359,830.7355,830.7363,830.7358,830.7357,830.7359,830.7359,830.7358,830.7359,830.7358,830.7358,14.161,14.106,14.114,14.100,14.104,14.111,14.098,14.106,14.111,14.111,14.114,14.103,14.107,14.091,7604,250048,266580,257464,243923,96503,285057,269829,237590,296179,310370,312928,283444,204164,,,,,,,,,,,,,,,87.90,97.99,98.25,96.73,96.90,97.66,97.33,97.95,98.06,98.55,98.68,97.68,97.95,95.33,10,12,14,15,13,11,15,13,15,16,13,12,14,14,
PC 16:1_22:6,C46 H78 N O8 P,803.5455,0.54,0,6.37,0.073,33628,13,1,98.8,1.9,10,17,,803.5451,803.5452,803.5458,803.5451,803.5446,803.5457,803.5458,803.5458,803.5454,803.5459,803.5460,803.5458,803.5450,,6.373,6.366,6.385,6.387,6.365,6.377,6.346,6.333,6.364,6.404,6.406,6.332,6.366,,36457,34751,29674,31565,13496,53281,31885,39289,34534,38338,36625,32331,24944,,,,,,,,,,,,,,,,96.13,98.20,98.75,97.39,93.85,98.28,95.21,93.57,97.16,97.44,96.29,93.34,96.17,,13,14,14,11,10,15,10,14,12,17,13,17,13,
TG 18:1_18:1_19:1,C58 H106 O6,898.7980,0.42,0,14.45,0.020,35908,13,1,94.1,4.0,9,14,,898.7983,898.7975,898.7984,898.7976,898.7975,898.7978,898.7977,898.7979,898.7983,898.7985,898.7983,898.7985,898.7977,,14.459,14.461,14.460,14.451,14.464,14.452,14.448,14.447,14.452,14.467,14.466,14.449,14.449,,32946,35594,42930,34096,22279,40314,50948,29824,29913,38352,33260,42278,34080,,,,,,,,,,,,,,,,87.78,89.76,88.47,83.54,93.20,84.17,89.49,88.56,92.23,88.42,94.10,87.31,82.32,,14,14,13,10,12,9,11,10,11,11,13,12,12,
TG 18:1_22:0_22:1,C65 H122 O6,998.9228,2.06,0,14.87,0.035,43118,13,1,97.8,10.0,8,16,,998.9232,998.9232,998.9228,998.9233,998.9231,998.9217,998.9263,998.9201,998.9202,998.9236,998.9195,998.9260,998.9227,,14.870,14.875,14.871,14.872,14.856,14.868,14.891,14.861,14.873,14.861,14.868,14.891,14.863,,36810,40650,47018,39222,29111,41886,45610,37927,56410,47242,56052,42127,40478,,,,,,,,,,,,,,,,91.23,97.76,97.22,95.80,94.52,90.04,72.66,83.74,86.34,92.10,85.15,70.11,94.05,,14,16,14,11,12,10,11,11,9,14,11,8,8,
PG 16:1_20:2,C42 H77 O10 P,772.5230,0.78,0,7.16,0.142,218784,9,5,81.2,6.3,4,12,,772.5230,772.5225,772.5234,,,772.5225,772.5233,772.5235,,772.5234,772.5238,,772.5219,,7.159,7.126,7.223,,,7.148,7.093,7.181,,7.169,7.081,,7.158,,305568,110341,121918,,,466366,138332,170086,,406272,97535,,152642,,,,,,,,,,,,,,,,81.21,68.05,72.75,,,69.91,69.96,74.71,,73.28,65.43,,71.67,,10,9,12,,,4,11,8,,12,7,,10,
PC 35:4,C43 H78 N O8 P,767.5441,1.62,0,7.12,0.069,121088,14,0,92.4,24.0,1,22,767.5402,767.5445,767.5435,767.5440,767.5441,767.5451,767.5438,767.5442,767.5447,767.5451,767.5441,767.5456,767.5442,767.5446,7.128,7.137,7.126,7.140,7.112,7.123,7.070,7.132,7.126,7.107,7.108,7.087,7.102,7.114,3342,141432,148867,133522,115318,65469,163706,123891,117613,133582,158978,139931,134983,114610,,,,,,,,,,,,,,,17.20,81.57,92.43,75.81,73.94,87.37,67.88,79.10,76.17,68.31,79.18,78.88,76.11,88.00,1,17,17,17,18,15,16,22,18,15,16,18,18,16,
CL 68:2,C77 H146 O17 P2,1405.0026,1.48,0,14.33,0.035,140659,14,0,98.8,11.3,4,19,1405.0097,1405.0022,1405.0021,1405.0023,1405.0015,1405.0016,1405.0022,1405.0020,1405.0016,1405.0022,1405.0024,1405.0024,1405.0019,1405.0018,14.356,14.330,14.321,14.336,14.328,14.335,14.328,14.325,14.329,14.329,14.327,14.332,14.325,14.332,1233,180717,145308,159678,133945,65609,170374,151773,121040,179821,168611,188691,137977,164451,,,,,,,,,,,,,,,58.06,98.72,97.50,98.54,97.55,97.71,98.81,97.26,97.49,98.50,97.99,98.22,98.50,98.65,4,18,15,16,17,15,19,15,15,16,19,15,19,18,
PE 17:0_16:1,C38 H74 N O8 P,703.5152,0.30,0,8.21,0.071,120035,14,0,96.9,6.2,4,15,703.5153,703.5150,703.5150,703.5150,703.5153,703.5151,703.5153,703.5155,703.5153,703.5154,703.5154,703.5156,703.5152,703.5150,8.192,8.235,8.197,8.217,8.183,8.183,8.209,8.187,8.180,8.251,8.225,8.203,8.218,8.213,70078,101483,122932,123220,116168,94565,138642,129077,124340,126501,144328,151167,118613,119389,,,,,,,,,,,,,,,76.35,94.83,89.23,90.82,85.16,83.74,91.55,85.89,84.24,96.94,94.62,89.80,94.20,89.78,4,14,14,13,14,10,13,13,13,13,15,15,14,13,
LPC 0:0/16:0,C24 H50 N O7 P,495.3321,0.33,0,2.21,0.041,24356,13,1,99.2,0.6,5,11,,495.3323,495.3317,495.3319,495.3322,495.3320,495.3321,495.3320,495.3324,495.3320,495.3322,495.3322,495.3320,495.3321,,2.236,2.216,2.220,2.195,2.203,2.205,2.219,2.218,2.214,2.206,2.226,2.205,2.208,,20776,28596,16848,26148,9529,37832,20704,22756,25318,30314,27806,29354,20658,,,,,,,,,,,,,,,,97.51,98.74,97.94,98.23,97.14,98.99,98.97,98.79,99.16,98.76,98.87,99.07,98.76,,8,6,11,7,5,8,7,9,8,9,7,7,8,
TG 50:0,C53 H102 O6,834.7669,0.60,0,14.57,0.063,244345,14,0,99.6,3.8,9,16,834.7685,834.7667,834.7668,834.7667,834.7662,834.7667,834.7667,834.7665,834.7668,834.7668,834.7670,834.7669,834.7669,834.7668,14.594,14.566,14.567,14.567,14.563,14.531,14.564,14.571,14.559,14.570,14.568,14.572,14.572,14.566,6385,284130,282189,278254,248721,100356,231383,283531,214469,332940,315173,322161,271317,249825,,,,,,,,,,,,,,,85.35,99.20,99.51,99.38,98.58,96.33,99.14,99.08,99.10,99.43,99.62,99.42,99.45,99.32,10,9,11,14,12,11,13,13,16,12,11,11,12,9,
SM d44:2,C49 H97 N2 O6 P,840.7047,0.25,0,11.09,0.060,94288,13,1,98.3,2.3,9,16,,840.7046,840.7042,840.7046,840.7046,840.7046,840.7045,840.7049,840.7048,840.7049,840.7048,840.7049,840.7047,840.7046,,11.085,11.077,11.083,11.096,11.044,11.064,11.077,11.093,11.090,11.069,11.088,11.091,11.104,,114898,94778,85092,73267,41793,138949,79673,76844,112267,130242,107663,92081,78197,,,,,,,,,,,,,,,,98.30,93.50,98.30,97.80,94.55,97.94,98.34,98.24,97.80,98.25,91.33,97.02,96.68,,14,11,14,15,9,16,14,14,16,16,15,13,14,
DG 18:1_20:4,C41 H70 O5,642.5215,0.28,0,9.04,0.066,55577,13,1,99.4,1.5,10,15,,642.5215,642.5214,642.5214,642.5216,642.5215,642.5214,642.5215,642.5217,642.5216,642.5215,642.5216,642.5219,642.5212,,9.038,9.029,9.043,9.042,8.991,9.057,9.035,9.045,9.021,9.045,9.018,9.038,9.006,,153609,49510,43652,43498,25470,70783,39947,43381,48968,67218,52744,49243,34480,,,,,,,,,,,,,,,,98.60,98.68,97.03,98.35,94.33,95.89,98.38,97.48,99.30,97.86,99.42,98.74,96.50,,15,13,11,12,13,14,10,12,13,12,11,12,13,
TG 16:0_16:0_17:1,C52 H98 O6,818.7352,0.73,0,14.30,0.111,27692,13,1,97.8,14.0,6,11,818.7371,818.7349,818.7349,818.7352,818.7349,,818.7351,818.7350,818.7352,818.7352,818.7353,818.7352,818.7348,818.7348,14.206,14.291,14.243,14.314,14.317,,14.306,14.302,14.312,14.312,14.310,14.304,14.297,14.298,3407,33803,16185,25915,13674,,36945,36430,20212,25950,45563,33243,39356,29320,,,,,,,,,,,,,,,50.00,97.06,90.33,97.70,95.53,,97.62,97.80,96.89,97.64,97.61,97.19,95.88,97.11,6,8,11,8,8,,9,9,8,9,8,8,9,9,
PE 18:0_20:1,C43 H84 N O8 P,773.5966,2.25,0,10.44,0.058,35347,13,1,99.1,15.2,2,16,773.6014,773.5966,773.5931,773.5966,773.5963,773.5961,,773.5966,773.5962,773.5972,773.5965,773.5969,773.5965,773.5962,10.412,10.443,10.435,10.447,10.459,10.452,,10.452,10.401,10.448,10.433,10.458,10.444,10.423,2525,48447,37119,34327,36227,22647,,42039,32865,43668,43672,44750,38670,32560,,,,,,,,,,,,,,,47.63,98.65,96.11,95.14,98.84,83.82,,98.86,90.15,89.02,97.47,99.12,95.60,94.18,2,14,13,12,12,10,,12,13,12,16,14,12,13,
DG 16:1_18:1,C37 H68 O5,592.5059,0.27,0,9.13,0.042,72058,13,1,99.3,0.7,11,14,,592.5058,592.5058,592.5058,592.5060,592.5056,592.5058,592.5058,592.5061,592.5061,592.5061,592.5061,592.5061,592.5057,,9.122,9.135,9.138,9.131,9.108,9.130,9.129,9.151,9.138,9.129,9.141,9.122,9.117,,89506,91684,60054,69034,25619,115461,63725,57668,79678,98569,69365,71757,44638,,,,,,,,,,,,,,,,98.71,98.18,97.71,98.86,97.33,98.93,98.51,96.96,98.08,99.24,97.89,99.33,98.35,,14,14,12,13,11,14,13,11,14,13,13,14,14,
CL 70:3,C79 H148 O17 P2,1431.0178,0.21,0,14.33,0.013,127567,13,1,96.9,4.3,12,20,,1431.0178,1431.0176,1431.0180,1431.0173,1431.0173,1431.0177,1431.0182,1431.0177,1431.0178,1431.0180,1431.0184,1431.0179,1431.0176,,14.325,14.332,14.331,14.334,14.330,14.328,14.330,14.329,14.324,14.321,14.321,14.325,14.326,,151565,116983,148537,107966,58639,148042,124742,93508,163380,132898,169758,114247,128113,,,,,,,,,,,,,,,,88.01,89.70,83.86,88.93,88.37,90.03,90.04,96.95,85.32,91.53,89.07,94.00,96.51,,13,20,15,15,12,17,14,15,16,15,16,16,15,
PC 42:4,C50 H92 N O8 P,865.6554,0.91,0,9.64,0.078,62298,13,1,98.6,2.3,12,17,,865.6571,865.6551,865.6547,865.6551,865.6549,865.6567,865.6550,865.6560,865.6546,865.6549,865.6553,865.6558,865.6546,,9.635,9.637,9.634,9.622,9.666,9.643,9.609,9.597,9.617,9.647,9.643,9.635,9.675,,76110,70184,60188,55019,25170,86344,50753,53533,62508,80787,68289,66639,54360,,,,,,,,,,,,,,,,95.95,97.63,96.72,95.91,92.02,97.32,96.42,92.72,97.41,98.61,97.54,97.24,91.97,,15,17,15,16,12,16,15,14,15,17,16,17,15,
TG 56:2,C59 H110 O6,914.8294,0.38,0,14.64,0.013,238877,14,0,99.1,8.6,6,15,914.8286,914.8291,914.8297,914.8295,914.8293,914.8294,914.8291,914.8293,914.8298,914.8297,914.8299,914.8296,914.8295,914.8296,14.633,14.645,14.645,14.640,14.642,14.643,14.637,14.644,14.637,14.637,14.647,14.645,14.645,14.639,5823,233696,263488,273494,208337,102276,227264,285854,209806,330768,320502,365471,272321,245190,,,,,,,,,,,,,,,67.34,97.11,99.10,98.66,94.89,94.39,97.63,98.28,98.05,98.06,95.20,97.15,93.30,91.28,6,14,11,14,10,11,13,15,15,15,13,12,12,13,
TG 16:1_16:1_18:1,C53 H96 O6,828.7195,0.60,0,13.57,0.065,36377,13,1,97.5,2.9,8,12,,828.7192,828.7188,828.7195,828.7190,828.7206,828.7193,828.7196,828.7200,828.7193,828.7196,828.7198,828.7198,828.7188,,13.573,13.578,13.573,13.583,13.602,13.571,13.558,13.562,13.546,13.581,13.572,13.537,13.538,,40445,37948,33258,34469,10007,45665,36433,34319,37241,51631,41201,39468,30828,,,,,,,,,,,,,,,,95.59,96.97,96.77,96.64,92.37,94.80,94.01,94.44,89.08,97.54,97.23,93.89,89.84,,9,12,10,9,8,8,11,9,9,9,10,12,11,
TG 14:0_16:0_16:0,C49 H94 O6,778.7042,0.19,0,14.15,0.035,35786,13,1,98.6,2.3,7,10,,778.7042,778.7042,778.7042,778.7040,778.7040,778.7042,778.7041,778.7043,778.7044,778.7045,778.7042,778.7043,778.7041,,14.162,14.136,14.145,14.149,14.162,14.165,14.145,14.150,14.150,14.147,14.147,14.146,14.130,,39028,41364,31256,35855,15470,42010,38538,30143,42384,43244,38275,37560,30098,,,,,,,,,,,,,,,,95.90,98.64,97.64,97.66,90.27,95.03,97.68,97.62,97.67,98.27,96.76,98.42,96.82,,9,8,8,8,7,8,8,9,8,7,9,8,10,
CL 72:5,C81 H148 O17 P2,1455.0179,1.34,0,14.02,0.086,159297,14,0,98.4,13.0,3,21,1455.0245,1455.0175,1455.0173,1455.0176,1455.0169,1455.0167,1455.0176,1455.0171,1455.0178,1455.0175,1455.0174,1455.0178,1455.0173,1455.0172,13.961,14.016,14.047,14.044,14.020,14.044,14.031,14.017,14.016,14.038,14.018,13.991,14.029,14.013,2012,220235,170226,162891,150001,57941,233304,172736,125404,195838,195664,224373,155496,164044,,,,,,,,,,,,,,,51.34,95.48,96.31,98.21,97.21,95.53,98.37,96.15,97.36,96.93,96.88,92.47,97.43,95.60,3,21,19,19,21,14,21,19,20,17,21,16,19,18,
PS 40:4,C46 H82 N O10 P,839.5651,2.37,0,8.49,0.038,25555,3,11,90.9,4.7,9,12,,,,,,839.5628,,,,,,839.5657,,839.5666,,,,,,8.495,,,,,,8.466,,8.503,,,,,,27652,,,,,,25700,,23313,,,,,,,,,,,,,,,,,,,,84.05,,,,,,83.59,,90.88,,,,,,10,,,,,,12,,9,
BMP 22:6_22:6,C50 H75 O10 P,866.5089,0.44,0,5.25,0.017,49727,13,1,99.1,2.1,12,16,,866.5090,866.5084,866.5084,866.5084,866.5087,866.5090,866.5094,866.5092,866.5092,866.5091,866.5094,866.5089,866.5086,,5.252,5.255,5.238,5.255,5.238,5.248,5.252,5.246,5.242,5.246,5.239,5.238,5.255,,49450,47361,57088,47620,26832,55159,49544,51187,47265,57585,60435,50496,46436,,,,,,,,,,,,,,,,98.37,96.19,97.22,97.20,98.30,97.08,91.37,97.32,98.35,99.12,95.38,98.67,98.11,,13,15,16,15,13,15,12,15,15,15,14,14,14,
TG 18:1_20:1_20:2,C61 H110 O6,938.8286,1.06,0,14.54,0.096,25160,13,1,96.1,12.2,6,15,938.8316,938.8289,938.8276,938.8275,938.8279,,938.8288,938.8286,938.8285,938.8286,938.8287,938.8281,938.8290,938.8285,14.545,14.544,14.556,14.539,14.541,,14.530,14.571,14.626,14.542,14.546,14.539,14.538,14.550,3125,32043,32528,29630,14552,,20039,38673,29255,39074,19608,31352,12265,24941,,,,,,,,,,,,,,,83.43,87.08,71.05,90.91,85.93,,91.20,89.29,60.72,75.18,92.13,94.20,93.38,96.08,6,10,10,15,13,,11,11,12,10,11,13,12,15,
TG 56:3,C59 H108 O6,912.8134,0.24,0,14.53,0.013,193014,14,0,98.6,13.9,7,16,912.8133,912.8133,912.8134,912.8134,912.8130,912.8137,912.8134,912.8132,912.8136,912.8137,912.8137,912.8135,912.8132,912.8133,14.522,14.527,14.522,14.528,14.519,14.526,14.525,14.532,14.525,14.525,14.529,14.527,14.527,14.527,5771,190126,204619,239390,178867,77410,177023,261148,165925,282017,229835,286145,232313,171612,,,,,,,,,,,,,,,81.45,98.07,72.68,80.96,72.21,92.78,98.21,72.21,98.33,73.04,97.92,98.60,73.08,98.14,7,16,13,13,13,15,15,10,15,13,9,16,11,14,
Cer_NS d18:2_16:0,C34 H65 N O3,535.4959,0.26,0,7.53,0.078,39104,13,1,98.9,1.3,8,9,,535.4960,535.4956,535.4958,535.4958,535.4958,535.4960,535.4960,535.4959,535.4959,535.4959,535.4960,535.4960,535.4957,,7.560,7.527,7.525,7.547,7.514,7.534,7.500,7.483,7.542,7.544,7.505,7.549,7.538,,46399,38285,33869,34758,20849,57040,37963,38397,40043,50056,42364,38974,29360,,,,,,,,,,,,,,,,96.44,98.94,96.46,97.76,97.47,98.73,97.56,94.26,98.53,98.53,96.12,97.45,98.14,,8,8,9,8,9,8,8,9,8,8,8,8,9,
PC 40:0,C48 H96 N O8 P,845.6865,0.58,0,11.74,0.087,26996,7,7,95.2,3.4,9,14,,845.6861,845.6856,,,,,845.6871,,845.6866,845.6867,845.6864,845.6869,,,11.750,11.769,,,,,11.803,,11.731,11.716,11.735,11.744,,,30399,28707,,,,,23556,,28861,31051,17188,29214,,,,,,,,,,,,,,,,,93.98,91.45,,,,,95.23,,88.84,89.25,90.31,86.15,,,12,11,,,,,12,,9,14,12,13,,
TG 16:0_18:1_22:5,C59 H102 O6,906.7665,0.34,0,13.95,0.088,23212,13,1,92.7,3.4,9,17,,906.7665,906.7659,906.7669,906.7661,906.7666,906.7668,906.7664,906.7667,906.7667,906.7663,906.7663,906.7667,906.7661,,13.954,13.958,13.949,13.969,13.882,13.924,13.944,13.954,13.943,13.968,13.941,13.956,13.946,,24910,23066,28514,17887,9792,13914,26970,19843,31891,23748,39982,21982,19261,,,,,,,,,,,,,,,,90.33,88.86,87.51,90.98,92.67,82.21,84.25,92.16,89.97,89.75,89.20,91.21,87.43,,13,12,11,11,10,9,10,17,11,11,13,12,11,
CE 20:4,C47 H76 O2,672.5837,0.41,0,13.70,0.073,31811,13,1,98.8,2.4,8,10,,672.5840,672.5833,672.5839,672.5835,672.5835,672.5837,672.5837,672.5841,672.5834,672.5838,672.5841,672.5839,672.5835,,13.680,13.667,13.725,13.712,13.703,13.717,13.709,13.663,13.714,13.688,13.728,13.699,13.655,,33166,39739,28353,37707,12244,36755,26505,32303,27788,39305,28401,40069,31219,,,,,,,,,,,,,,,,98.81,98.00,94.18,95.13,95.12,94.80,93.68,97.31,92.26,98.83,92.25,97.80,96.08,,10,9,10,10,8,9,9,10,10,9,9,10,8,
