"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
CL 68:3,C77 H144 O17 P2,1402.9864,0.26,0,14.01,0.062,96687,13,1,98.3,2.2,14,19,,1402.9864,1402.9861,1402.9863,1402.9860,1402.9858,1402.9863,1402.9863,1402.9869,1402.9865,1402.9863,1402.9872,1402.9866,1402.9861,,14.027,14.019,13.983,13.997,14.044,14.008,14.011,14.016,14.005,13.996,14.013,14.001,14.035,,108299,99687,93598,87067,38119,129172,85804,67440,114851,126369,116652,99420,90461,,,,,,,,,,,,,,,,98.34,97.44,90.65,93.80,95.98,95.73,95.95,96.12,95.42,92.99,95.77,94.20,97.54,,15,17,16,16,15,15,17,15,18,18,14,19,15,
TG 48:1,C51 H96 O6,804.7200,0.80,0,14.13,0.032,129302,14,0,99.4,3.8,7,10,804.7222,804.7199,804.7199,804.7199,804.7196,804.7196,804.7200,804.7200,804.7198,804.7199,804.7200,804.7200,804.7199,804.7198,14.145,14.117,14.114,14.123,14.132,14.134,14.126,14.123,14.133,14.133,14.130,14.125,14.113,14.130,3565,134087,149392,135019,130480,52573,163085,141494,130056,157492,179144,164999,156056,112787,,,,,,,,,,,,,,,85.89,98.83,99.01,99.38,98.86,94.36,99.41,99.44,99.01,99.36,99.32,99.33,98.83,99.01,10,7,10,9,7,7,9,9,8,9,9,10,8,7,
LPC 16:1/0:0,C24 H48 N O7 P,493.3165,0.42,0,1.64,0.027,17192,13,1,98.9,5.0,6,10,,493.3166,493.3162,493.3165,493.3161,493.3169,493.3165,493.3164,493.3166,493.3164,493.3165,493.3166,493.3163,493.3163,,1.641,1.637,1.647,1.633,1.651,1.649,1.651,1.627,1.647,1.638,1.624,1.648,1.634,,13928,17944,13075,19032,6621,31258,15394,15584,14969,24145,13153,22053,16351,,,,,,,,,,,,,,,,97.48,96.76,94.85,97.83,97.96,98.92,98.15,93.78,98.24,98.92,81.03,98.68,95.66,,8,9,9,8,9,10,7,9,8,8,7,9,6,
TG 17:1_18:1_18:1,C56 H102 O6,870.7667,0.59,0,14.26,0.150,24593,14,0,96.7,11.0,7,16,870.7682,870.7663,870.7661,870.7664,870.7671,870.7667,870.7667,870.7668,870.7665,870.7667,870.7668,870.7670,870.7665,870.7661,14.372,14.257,14.276,14.241,14.261,14.290,14.266,14.285,14.223,14.256,14.254,14.270,14.230,14.253,3643,27562,25460,28921,24460,11614,24167,18934,25764,37212,33321,31857,25894,25495,,,,,,,,,,,,,,,57.52,92.54,94.31,93.92,93.80,91.65,96.72,94.67,87.84,96.53,95.89,96.59,89.31,93.86,7,13,14,13,14,13,13,11,13,12,16,14,14,11,
PC 19:1_16:2,C43 H80 N O8 P,769.5578,0.48,0,7.42,0.039,77880,10,4,98.2,3.5,11,15,,,769.5574,,,769.5585,769.5578,769.5571,769.5576,769.5579,769.5579,769.5578,769.5577,769.5580,,,7.421,,,7.447,7.411,7.417,7.438,7.408,7.432,7.411,7.415,7.443,,,98724,,,37701,121653,50240,61895,89150,108411,93540,56286,61209,,,,,,,,,,,,,,,,,95.64,,,87.76,97.55,94.68,93.12,98.23,94.58,97.28,96.84,91.08,,,12,,,13,13,11,13,15,12,14,12,14,
PE 42:7,C47 H80 N O8 P,817.5633,0.63,0,8.40,0.091,100298,14,0,86.5,10.1,2,14,817.5645,817.5634,817.5626,817.5624,817.5631,817.5635,817.5633,817.5632,817.5633,817.5635,817.5636,817.5630,817.5636,817.5627,8.376,8.397,8.404,8.418,8.423,8.467,8.399,8.410,8.403,8.396,8.392,8.410,8.397,8.414,2666,134279,86560,105232,110325,63180,101396,143497,107889,104790,115549,110298,103802,114719,,,,,,,,,,,,,,,57.79,71.99,85.87,77.12,76.95,63.86,78.09,79.26,78.45,82.15,86.46,80.42,79.56,76.75,2,10,9,12,14,10,11,14,11,9,10,12,12,11,
SM d32:0,C37 H77 N2 O6 P,676.5513,0.34,0,6.86,0.046,23566,12,2,98.7,2.6,5,7,,676.5513,676.5509,676.5512,676.5509,676.5514,676.5513,,676.5513,676.5514,676.5516,676.5516,676.5512,676.5511,,6.847,6.852,6.855,6.878,6.878,6.869,,6.886,6.844,6.862,6.880,6.840,6.862,,28679,26556,21714,22349,3992,38405,,10002,26060,32452,29375,23320,19897,,,,,,,,,,,,,,,,97.77,97.78,97.75,95.27,89.57,97.62,,94.31,97.83,98.67,98.53,96.88,96.83,,6,6,5,7,7,5,,5,6,6,6,7,6,
DG 18:0_18:1,C39 H74 O5,622.5529,0.27,0,10.86,0.027,79244,7,7,90.5,3.2,11,14,,622.5528,,622.5528,,,622.5528,,622.5531,,622.5531,,622.5530,622.5526,,10.862,,10.860,,,10.869,,10.864,,10.868,,10.846,10.841,,102569,,76991,,,100938,,53498,,93236,,67730,59750,,,,,,,,,,,,,,,,89.04,,88.18,,,90.49,,89.48,,90.46,,84.98,83.14,,13,,13,,,14,,11,,13,,12,12,
PC 42:8,C50 H84 N O8 P,857.5923,0.27,0,7.05,0.045,96080,13,1,96.7,2.3,10,14,,857.5923,857.5921,857.5922,857.5923,857.5920,857.5922,857.5924,857.5927,857.5924,857.5921,857.5926,857.5926,857.5920,,7.064,7.036,7.022,7.034,7.067,7.037,7.049,7.025,7.056,7.058,7.042,7.052,7.047,,102012,103168,87868,97240,52490,112459,87291,99852,100520,115438,101405,102520,86786,,,,,,,,,,,,,,,,96.61,94.77,92.63,93.16,88.42,95.03,96.73,93.52,95.53,95.68,96.12,94.33,95.51,,14,12,12,14,11,10,13,14,11,11,10,12,11,
SM d44:3,C49 H95 N2 O6 P,838.6878,0.28,0,10.21,0.059,155529,9,5,94.0,5.6,12,15,,,838.6875,838.6881,,838.6876,838.6877,838.6879,838.6880,,838.6880,,838.6881,838.6877,,,10.207,10.213,,10.263,10.206,10.217,10.211,,10.222,,10.204,10.211,,,168878,143858,,48107,228732,150992,139997,,223392,,161667,134142,,,,,,,,,,,,,,,,,78.06,83.42,,94.00,79.97,83.31,81.53,,84.09,,79.92,81.16,,,14,15,,12,14,14,13,,14,,15,14,
TG 16:0_16:0_17:0,C52 H100 O6,820.7511,0.30,0,14.47,0.031,25162,13,1,98.3,2.3,9,15,,820.7515,820.7512,820.7510,820.7510,820.7508,820.7511,820.7507,820.7516,820.7511,820.7511,820.7513,820.7510,820.7509,,14.488,14.477,14.483,14.457,14.470,14.480,14.470,14.469,14.475,14.467,14.477,14.465,14.477,,26630,29175,25731,27182,11335,26336,22602,27401,27001,31179,27334,23121,22082,,,,,,,,,,,,,,,,93.67,95.37,94.92,95.74,93.48,96.03,95.98,90.44,97.63,97.30,98.28,94.02,98.31,,9,11,9,15,9,13,11,13,13,12,11,10,10,
PE 16:0_16:0,C37 H74 N O8 P,691.5145,0.44,0,8.72,0.124,18436,14,0,99.2,11.3,5,8,691.5153,691.5143,691.5142,691.5144,691.5142,691.5140,691.5145,691.5143,691.5145,691.5145,691.5146,691.5148,691.5148,691.5146,8.632,8.664,8.722,8.691,8.724,8.718,8.694,8.677,8.693,8.747,8.733,8.756,8.726,8.715,1836,23231,22738,18012,19724,7182,23067,19769,18225,18385,28427,18504,19260,19757,,,,,,,,,,,,,,,57.85,96.17,97.20,98.88,97.02,95.25,99.16,97.21,98.95,93.27,95.50,91.50,96.80,97.91,5,8,7,8,8,8,6,6,6,7,7,6,7,8,
PC 39:5,C47 H84 N O8 P,821.5940,3.34,0,8.03,0.109,44451,14,0,98.4,27.4,1,19,821.6034,821.5927,821.5928,821.5930,821.5935,821.5937,821.5933,821.5931,821.5933,821.5932,821.5932,821.5932,821.5936,821.5932,8.092,8.006,8.030,7.994,8.071,8.032,8.036,7.986,8.035,7.983,8.029,7.997,8.018,8.023,2186,48750,44267,44348,47466,52346,55805,50023,40283,52572,53481,43476,43314,44008,,,,,,,,,,,,,,,4.50,97.06,96.23,97.23,97.94,92.97,98.39,97.42,96.97,96.89,93.96,97.52,98.13,97.35,1,15,15,18,16,18,18,16,19,16,16,17,15,18,
TG 52:3,C55 H100 O6,856.7510,0.31,0,14.09,0.104,129825,14,0,99.0,5.3,9,16,856.7503,856.7510,856.7511,856.7511,856.7508,856.7505,856.7511,856.7511,856.7511,856.7511,856.7510,856.7513,856.7511,856.7509,14.172,14.095,14.086,14.095,14.087,14.078,14.087,14.073,14.105,14.083,14.091,14.069,14.068,14.097,10288,148599,139296,141283,123517,46964,144298,155993,111799,173040,167389,200011,144297,110783,,,,,,,,,,,,,,,79.21,98.97,98.35,98.89,97.84,96.32,98.54,97.26,98.68,98.32,98.76,96.64,96.65,98.54,9,14,14,13,13,12,15,13,13,15,11,11,16,13,
CL 72:4,C81 H150 O17 P2,1457.0332,0.28,0,14.33,0.015,172913,13,1,95.6,4.0,11,21,,1457.0325,1457.0338,1457.0333,1457.0331,1457.0325,1457.0332,1457.0330,1457.0329,1457.0337,1457.0335,1457.0336,1457.0334,1457.0329,,14.330,14.321,14.325,14.322,14.330,14.317,14.319,14.324,14.329,14.327,14.321,14.325,14.332,,217700,172328,170842,144363,68310,202823,176508,141543,188060,199455,209121,183079,173748,,,,,,,,,,,,,,,,88.15,91.27,89.54,88.32,91.63,87.03,83.54,88.15,94.56,84.26,95.60,91.47,87.95,,18,18,16,12,15,11,19,15,18,14,21,18,15,
LPC 0:0/16:1,C24 H48 N O7 P,493.3165,0.42,0,1.49,0.035,16717,13,1,99.3,0.9,6,10,,493.3164,493.3166,493.3164,493.3164,493.3169,493.3165,493.3165,493.3167,493.3164,493.3164,493.3170,493.3163,493.3164,,1.513,1.493,1.513,1.489,1.500,1.499,1.490,1.493,1.492,1.482,1.502,1.482,1.478,,7348,19573,11494,20984,7498,24560,14511,18306,17408,23950,14998,23440,13258,,,,,,,,,,,,,,,,95.97,97.59,98.42,98.94,97.39,99.34,97.58,98.81,98.41,98.13,97.95,98.60,97.25,,6,6,8,10,7,9,7,8,8,9,8,7,9,
PE 37:6,C42 H72 N O8 P,749.5033,1.31,0,7.10,0.038,142610,13,1,89.5,11.1,11,15,,749.5027,749.5030,749.5026,749.5051,749.5030,749.5043,749.5026,749.5032,749.5028,749.5054,749.5031,749.5031,749.5024,,7.098,7.098,7.112,7.101,7.106,7.087,7.082,7.075,7.084,7.113,7.092,7.108,7.091,,163608,160372,129066,148226,48893,201793,126426,144489,143329,165175,150460,159727,112376,,,,,,,,,,,,,,,,64.31,63.83,66.17,63.99,60.59,66.66,75.03,89.48,72.68,71.49,66.59,63.39,63.46,,12,14,12,15,13,11,15,14,13,13,14,14,12,
PS 18:0_20:2,C44 H82 N O10 P,815.5668,1.87,0,8.89,0.077,73884,13,1,97.9,2.7,9,13,,815.5664,815.5664,815.5661,815.5666,815.5655,815.5667,815.5664,815.5718,815.5666,815.5664,815.5668,815.5667,815.5664,,8.887,8.884,8.881,8.886,8.835,8.912,8.895,8.872,8.892,8.905,8.906,8.893,8.900,,82020,89860,77287,75050,25131,82861,78116,64280,87366,83866,74326,76696,63641,,,,,,,,,,,,,,,,95.19,96.14,95.48,95.69,88.21,91.33,93.83,97.94,93.16,94.27,91.57,95.84,95.13,,12,12,13,10,11,10,10,12,10,11,12,11,9,
TG 14:0_16:0_16:1,C49 H92 O6,776.6887,0.83,0,13.60,0.064,27014,14,0,98.3,3.7,6,10,776.6908,776.6886,776.6881,776.6886,776.6885,776.6889,776.6881,776.6883,776.6889,776.6887,776.6886,776.6887,776.6885,776.6888,13.583,13.590,13.572,13.607,13.589,13.596,13.622,13.558,13.602,13.607,13.598,13.600,13.587,13.611,2840,27266,32418,23041,26348,11803,35704,28585,25336,29939,43614,35790,31131,24394,,,,,,,,,,,,,,,87.40,98.27,97.12,95.14,96.19,89.81,94.77,88.59,96.02,97.67,97.03,97.41,95.98,95.45,6,8,10,8,8,6,8,7,7,10,9,9,8,8,
Cer_NS d18:1_18:0,C36 H71 N O3,565.5439,1.80,0,9.48,0.132,28226,13,1,99.4,13.1,1,13,,565.5435,565.5438,565.5442,565.5450,565.5443,565.5438,565.5442,565.5444,565.5455,565.5414,565.5428,565.5435,565.5444,,9.534,9.476,9.483,9.471,9.482,9.503,9.503,9.452,9.472,9.402,9.487,9.457,9.458,,19553,30151,25963,37303,18101,33983,26699,33182,26081,22507,28164,36905,28346,,,,,,,,,,,,,,,,84.20,97.76,95.42,95.61,94.94,93.03,91.10,97.70,93.21,53.90,95.62,99.41,97.84,,10,13,13,12,10,12,13,13,11,1,12,13,13,
PC 14:1_16:1,C38 H72 N O8 P,701.4989,0.18,0,5.78,0.071,20769,13,1,98.7,3.6,6,10,,701.4989,701.4988,701.4989,701.4987,701.4989,701.4988,701.4989,701.4990,701.4987,701.4989,701.4990,701.4986,701.4990,,5.765,5.780,5.787,5.784,5.734,5.785,5.771,5.792,5.784,5.805,5.791,5.796,5.791,,19693,26386,16647,19935,8707,36620,17608,20060,18926,30004,16683,24674,14064,,,,,,,,,,,,,,,,93.92,96.04,96.62,95.37,85.29,97.05,94.36,97.09,96.44,98.68,97.43,98.36,98.32,,6,8,8,8,7,10,9,8,9,8,7,10,8,
LPC 24:0/0:0,C32 H66 N O7 P,607.4570,0.35,0,6.20,0.058,21847,13,1,98.5,5.0,7,9,,607.4568,607.4568,607.4571,607.4568,607.4570,607.4572,607.4570,607.4573,607.4570,607.4571,607.4575,607.4571,607.4567,,6.183,6.204,6.173,6.231,6.175,6.176,6.184,6.205,6.208,6.180,6.221,6.215,6.220,,22374,26990,21243,22228,10605,29655,22212,20333,21118,25428,21319,24520,15991,,,,,,,,,,,,,,,,98.54,98.11,96.77,95.55,94.19,97.78,85.76,97.25,83.99,98.29,96.71,98.14,95.72,,8,8,9,8,7,8,7,9,7,7,8,7,8,
Cer_NS d18:2_22:0,C40 H77 N O3,619.5896,0.31,0,10.39,0.161,34102,14,0,98.6,14.3,1,13,619.5898,619.5896,619.5894,619.5894,619.5896,619.5893,619.5895,619.5897,619.5896,619.5897,619.5896,619.5899,619.5897,619.5892,10.463,10.388,10.396,10.381,10.426,10.302,10.395,10.396,10.362,10.404,10.394,10.419,10.377,10.384,2837,46431,37614,29877,34457,22361,45656,32544,34338,38027,44143,38064,39988,31096,,,,,,,,,,,,,,,47.22,98.27,97.29,96.44,96.47,95.87,98.30,96.11,98.58,96.52,97.54,95.16,97.02,95.63,1,11,11,10,10,10,11,9,13,11,10,11,10,12,
PC 16:0_26:0,C50 H100 N O8 P,873.7179,0.35,0,12.45,0.096,24424,13,1,98.6,3.1,7,13,,873.7182,873.7179,873.7181,873.7174,873.7184,873.7179,873.7181,873.7184,873.7177,873.7182,873.7178,873.7176,873.7176,,12.499,12.472,12.483,12.436,12.451,12.436,12.428,12.433,12.485,12.469,12.483,12.402,12.432,,27094,27146,21365,20987,12316,31232,21810,21215,27597,30420,24976,28330,23034,,,,,,,,,,,,,,,,95.00,96.63,90.59,94.86,89.92,96.96,95.10,97.04,96.51,98.59,89.69,92.71,94.64,,9,13,9,11,7,12,10,12,12,10,10,11,11,
PC 34:1,C42 H82 N O8 P,759.5778,1.08,0,9.63,0.087,38145,9,5,95.6,11.6,8,14,,759.5769,759.5785,,759.5768,759.5770,759.5780,759.5783,759.5770,,,,759.5788,759.5785,,9.618,9.609,,9.628,9.588,9.659,9.620,9.675,,,,9.630,9.675,,59884,31447,,37199,22140,62517,41306,34000,,,,28193,26627,,,,,,,,,,,,,,,,95.62,77.24,,93.37,89.16,90.89,95.12,80.33,,,,76.84,67.66,,10,8,,10,11,13,14,8,,,,8,12,
DG 18:0_18:1,C39 H74 O5,622.5529,0.28,0,10.84,0.064,76554,13,1,99.1,1.1,11,14,,622.5528,622.5527,622.5528,622.5528,622.5528,622.5528,622.5531,622.5531,622.5531,622.5531,622.5532,622.5530,622.5526,,10.862,10.809,10.860,10.805,10.821,10.869,10.826,10.864,10.811,10.868,10.826,10.846,10.841,,102569,81472,76874,60244,38075,100883,77405,52968,90527,94612,90087,68658,60839,,,,,,,,,,,,,,,,97.03,97.21,96.93,96.84,98.69,95.79,98.83,96.78,98.04,96.30,99.13,98.49,97.84,,13,13,13,12,12,14,12,11,14,13,12,12,12,
LPC 0:0/18:0,C26 H54 N O7 P,523.3633,0.40,0,3.48,0.046,16825,13,1,98.8,1.3,6,10,,523.3633,523.3632,523.3631,523.3632,523.3630,523.3633,523.3636,523.3634,523.3634,523.3632,523.3635,523.3636,523.3630,,3.468,3.497,3.465,3.510,3.486,3.466,3.468,3.483,3.501,3.479,3.480,3.464,3.491,,20475,17502,15903,12712,6261,26759,15216,15770,15761,21217,19219,17262,14670,,,,,,,,,,,,,,,,98.60,97.98,97.98,94.70,95.67,97.45,98.80,98.14,97.73,95.34,96.92,96.98,97.20,,10,7,7,7,6,8,7,6,7,7,8,8,6,
DG 16:0_16:0,C35 H68 O5,568.5060,0.21,0,10.03,0.044,42602,13,1,99.4,1.5,11,17,,568.5062,568.5059,568.5061,568.5061,568.5060,568.5058,568.5060,568.5061,568.5060,568.5061,568.5062,568.5060,568.5059,,10.047,10.028,10.018,10.035,10.006,10.027,10.050,10.010,10.019,10.038,10.011,10.042,10.016,,51832,47392,35353,37339,19308,64257,37126,32523,46647,58235,44567,45395,33854,,,,,,,,,,,,,,,,95.92,96.81,98.23,97.53,94.71,97.64,94.71,98.67,98.61,97.05,99.38,96.90,97.97,,15,13,15,16,11,17,14,14,15,17,13,15,14,
TG 58:2,C61 H114 O6,942.8608,0.44,0,14.73,0.010,146365,13,1,98.3,10.5,5,15,,942.8610,942.8610,942.8611,942.8601,942.8601,942.8610,942.8608,942.8610,942.8610,942.8610,942.8608,942.8609,942.8599,,14.724,14.729,14.730,14.721,14.722,14.722,14.728,14.727,14.727,14.720,14.723,14.729,14.729,,132933,152433,146866,142439,72548,138692,152346,138986,176819,168835,185375,148309,146166,,,,,,,,,,,,,,,,85.34,97.02,95.14,72.15,72.26,96.23,96.13,98.33,95.31,97.81,93.46,95.53,80.90,,11,11,13,5,7,14,13,12,15,10,10,13,8,
CE 18:2,C45 H76 O2,648.5838,0.43,0,13.98,0.043,21892,13,1,97.6,1.6,6,9,,648.5845,648.5839,648.5838,648.5835,648.5841,648.5837,648.5836,648.5840,648.5838,648.5841,648.5838,648.5838,648.5835,,13.988,13.980,13.977,13.975,13.977,13.997,13.983,13.982,13.954,13.979,13.985,13.973,13.968,,24159,25937,20227,28082,8496,22985,15996,22546,19550,26331,22890,26937,20467,,,,,,,,,,,,,,,,95.50,97.25,96.27,95.45,91.83,96.51,97.58,96.47,94.92,95.53,96.96,97.57,95.68,,7,8,9,8,6,8,8,7,9,8,8,8,8,
PC 36:6,C44 H76 N O8 P,777.5298,0.42,0,6.05,0.073,14517,12,2,98.7,2.1,7,12,,777.5297,777.5300,,777.5292,777.5297,777.5303,777.5298,777.5298,777.5298,777.5302,777.5301,777.5297,777.5293,,6.033,6.020,,6.030,6.047,6.048,6.067,6.049,6.052,6.063,6.093,6.025,6.042,,13878,10037,,14043,7540,25498,16136,15604,12277,14748,15883,16520,12049,,,,,,,,,,,,,,,,95.27,94.90,,95.96,93.81,98.69,93.97,95.94,93.70,96.51,90.98,92.44,94.45,,11,8,,11,10,12,12,7,8,10,12,12,10,
TG 48:2,C51 H94 O6,802.7041,0.31,0,13.57,0.032,47504,13,1,99.0,1.6,7,11,,802.7042,802.7036,802.7041,802.7037,802.7043,802.7039,802.7043,802.7042,802.7039,802.7043,802.7044,802.7042,802.7040,,13.573,13.572,13.556,13.572,13.552,13.571,13.552,13.551,13.579,13.581,13.566,13.581,13.583,,42947,53994,43103,46813,17482,62571,45770,45430,48944,67343,54762,52157,36246,,,,,,,,,,,,,,,,96.54,95.31,96.42,96.33,93.38,97.74,96.34,96.79,97.91,99.03,98.96,96.95,97.85,,7,9,8,9,8,8,8,8,8,9,8,8,11,
Cer_NS d18:1_23:0,C41 H81 N O3,635.6209,0.34,0,11.55,0.089,37219,14,0,99.4,4.0,4,16,635.6216,635.6210,635.6208,635.6209,635.6208,635.6208,635.6208,635.6208,635.6210,635.6210,635.6208,635.6212,635.6210,635.6208,11.490,11.577,11.579,11.551,11.520,11.529,11.577,11.496,11.573,11.558,11.548,11.557,11.521,11.561,3916,44772,44429,35791,38938,18687,52495,36797,37600,40299,49399,39154,42947,35852,,,,,,,,,,,,,,,85.82,98.16,96.80,98.98,95.38,95.25,97.64,90.09,97.19,98.78,98.70,99.42,96.77,98.55,4,16,14,15,13,13,14,13,15,14,15,16,14,16,
BMP 22:5_22:6,C50 H77 O10 P,868.5243,0.50,0,5.48,0.029,29681,13,1,98.6,1.6,13,18,,868.5244,868.5240,868.5235,868.5239,868.5241,868.5245,868.5243,868.5246,868.5244,868.5252,868.5247,868.5247,868.5239,,5.486,5.484,5.473,5.494,5.467,5.466,5.475,5.491,5.477,5.470,5.496,5.473,5.478,,27769,28487,27531,25543,13796,35240,32303,30035,33752,35015,36586,27516,32286,,,,,,,,,,,,,,,,96.27,94.89,97.51,93.36,96.87,96.77,98.23,98.56,97.96,98.46,95.13,97.96,97.63,,18,13,15,15,13,17,15,17,17,18,14,15,14,
PE 16:1_20:5,C41 H70 N O8 P,735.4832,0.63,0,6.21,0.093,20935,13,1,95.8,4.5,7,11,,735.4829,735.4831,735.4835,735.4828,735.4831,735.4833,735.4825,735.4835,735.4836,735.4834,735.4843,735.4832,735.4827,,6.183,6.193,6.200,6.197,6.169,6.232,6.262,6.239,6.253,6.230,6.244,6.210,6.215,,16494,25936,15898,23469,7285,33176,15036,25238,18322,31126,20620,22753,16816,,,,,,,,,,,,,,,,92.67,90.98,93.66,93.55,83.63,93.34,82.27,91.09,91.89,95.80,93.73,92.81,95.81,,10,10,10,9,8,11,9,9,7,10,10,11,9,
TG 52:0,C55 H106 O6,862.7978,0.20,0,14.67,0.016,145727,14,0,99.2,4.0,10,13,862.7977,862.7976,862.7980,862.7979,862.7978,862.7977,862.7977,862.7976,862.7980,862.7979,862.7979,862.7980,862.7979,862.7975,14.667,14.667,14.656,14.657,14.664,14.660,14.665,14.666,14.660,14.665,14.664,14.667,14.667,14.673,13846,148164,132320,188823,124764,79892,134311,197558,137117,193133,162752,224488,137301,165712,,,,,,,,,,,,,,,84.08,98.88,98.93,98.71,99.02,97.77,98.36,98.62,99.08,98.67,98.60,99.03,99.15,97.90,12,13,11,13,11,11,10,13,11,12,11,13,12,10,
LPC 20:1/0:0,C28 H56 N O7 P,549.3788,0.59,0,3.74,0.034,16125,13,1,98.7,2.6,5,8,,549.3789,549.3787,549.3790,549.3788,549.3779,549.3790,549.3787,549.3792,549.3789,549.3790,549.3791,549.3789,549.3786,,3.736,3.732,3.728,3.733,3.737,3.739,3.724,3.751,3.741,3.759,3.748,3.749,3.748,,17263,18156,12859,16388,8766,22643,13969,12290,16949,22600,15617,17548,14580,,,,,,,,,,,,,,,,97.80,92.49,93.00,95.70,91.72,98.68,97.21,96.86,96.84,97.82,96.71,91.44,96.08,,7,6,7,5,6,6,5,8,7,7,6,8,8,
PE 40:2,C45 H86 N O8 P,799.6115,1.99,0,10.51,0.163,14625,3,11,86.2,38.7,1,13,799.6133,,799.6106,,,,,,799.6106,,,,,,10.345,,10.508,,,,,,10.507,,,,,,2545,,31135,,,,,,10197,,,,,,,,,,,,,,,,,,,,38.53,,86.19,,,,,,84.28,,,,,,1,,13,,,,,,10,,,,,,
SM d36:1,C41 H83 N2 O6 P,730.5973,1.92,0,7.98,0.093,6268623,13,1,94.4,5.0,5,10,,730.5974,730.5972,730.5962,730.5963,730.5963,730.5973,730.5958,730.5969,730.5964,730.5978,730.5976,730.5980,730.6013,,7.962,7.957,7.966,7.976,7.915,7.986,8.008,7.985,7.972,7.985,7.997,7.990,7.968,,6499817,6509405,6341204,6221503,4813419,7669039,5661959,6549981,6062364,5876970,6655418,6454820,6176204,,,,,,,,,,,,,,,,94.36,94.42,84.64,88.74,78.04,88.99,86.20,90.64,90.13,94.39,90.27,88.70,89.47,,8,10,6,8,8,9,5,9,7,5,8,8,9,
