log2(FC),log10(p),sig_FDR,diffexpressed,delabel,label,FC,p_val
0.4801616993481647,2.0448,TRUE,UP,PE 17:0_22:6.1,sig,1.3949,110.8664
-0.16004041251046824,0.2944,FALSE,NO,NA,not,0.895,1.9697
-0.9137597241792559,2.8233,TRUE,DOWN,NA,sig,0.5308,665.7329
-0.9167525862520639,2.8331,TRUE,DOWN,NA,sig,0.5297,680.9261
-0.2889456781879336,0.7723,FALSE,NO,NA,not,0.8185,5.9197
-0.6382316405808467,1.64,FALSE,NO,NA,not,0.6425,43.6516
-0.3240937621054769,0.9191,FALSE,NO,NA,not,0.7988,8.3004
-1.374074951500346,2.4912,TRUE,DOWN,NA,sig,0.3858,309.8846
-0.4398720239187363,0.5502,FALSE,NO,NA,not,0.7372,3.5498
-1.3632709872102522,3.121,TRUE,DOWN,NA,sig,0.3887,1321.2956
-0.7350432820351777,1.9531,TRUE,DOWN,PE 18:0_20:4,sig,0.6008,89.7635
-0.932912035198853,2.4176,TRUE,DOWN,PE 18:0_20:4.1,sig,0.5238,261.5773
